name_ID,name_orig,name_orig_for_lookup,google_name,name_compare,brief_desc,image_url,image_source,detailed_desc,desc_source
221,"Harrison, William Henry",William Henry Harrison,William Henry Harrison,TRUE,9th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTNSfgYJ8ArQ2BG_i4ZIUA0Jexmr-A-f2UzSjq_7m5rXdkgbzU-,"https://de.m.wikipedia.org/wiki/Datei:William_Henry_Harrison_by_James_Reid_Lambdin,_1835.jpg",William Henry Harrison was an American military officer and politician who served as the ninth president of the United States in 1841. ,https://en.wikipedia.org/wiki/William_Henry_Harrison
223,"Krupa, Gene",Gene Krupa,Gene Krupa,TRUE,American drummer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQgiEivbaL4CUhXNQpDWi7EEBAX4hd8gRnSraMw9P_SFI7xyriB,https://commons.wikimedia.org/wiki/File:Gene_Krupa_crop.jpg,"Eugene Bertram Krupa was an American jazz drummer, band leader and composer known for his energetic style and showmanship. His drum solo on ""Sing, Sing, Sing"" elevated the role of the drummer from an accompanying line to an important solo voice in the band.
",https://en.wikipedia.org/wiki/Gene_Krupa
224,"Reagan, Ronald",Ronald Reagan,Ronald Reagan,TRUE,40th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTQBinJNlQMD6q_SE15VtByELLKNjQ9H89V_QQjcft_uo7pK6If,https://en.wikipedia.org/wiki/File:Official_Portrait_of_President_Reagan_1981.jpg,Ronald Wilson Reagan was an American politician who served as the 40th president of the United States from 1981 to 1989 and became a highly influential voice of modern conservatism. ,https://en.wikipedia.org/wiki/Ronald_Reagan
226,"Anderson, Ken",Ken Anderson,Ken Anderson,TRUE,American professional wrestler,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTaVN1arhEpUnAaAL0Uo18QDba8TNGmHHFyQfbUm-3tct3K27mZ,https://commons.wikimedia.org/wiki/File:Ken_Anderson_wrestler_2012_Shankbone.JPG,"Kenneth Anderson is an American professional wrestler, professional wrestling trainer, and ring announcer, who is currently signed to National Wrestling Alliance as a wrestler and with Top Rank Boxing as their announcer. ",https://en.wikipedia.org/wiki/Ken_Anderson_(wrestler)
227,"Brownback, Sam",Sam Brownback,Sam Brownback,TRUE,United States Ambassador-at-Large for International Religious Freedom,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTcvU72g4pV3UNvr8h_JQegxmulTreXYG182cdPY-2MbTCsQMWC,https://commons.wikimedia.org/wiki/File:Sam_Brownback_official_portrait.jpg,"Samuel Dale Brownback is an American attorney, politician, diplomat and member of the Republican Party who has served as the United States Ambassador at Large for International Religious Freedom since February 2018. ",https://en.wikipedia.org/wiki/Sam_Brownback
230,"Dewey, Thomas E.",Thomas E. Dewey,English language,FALSE,Spoken language,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTspPhrkBxS7WksgEsbB_GgcxdY2BfEbul6KUGULXWwaWlSjSF,https://commons.wikimedia.org/wiki/File:Origins_of_English_PieChart_2D.svg,English is a West Germanic language first spoken in early medieval England which eventually became the leading language of international discourse in today's world. ,https://en.wikipedia.org/wiki/English_language
231,"Diller, Phyllis",Phyllis Diller,Phyllis Diller,TRUE,American actress,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRe0-bB5uuE2s-y4blYxNV7U6H2pQVFr0Kj2kMrvCaiQIhJbwze,https://commons.wikimedia.org/wiki/File:Phyllis_Diller_Allan_Warren.jpg,"Phyllis Ada Diller was an American actress and comedienne, best known for her eccentric stage persona, self-deprecating humor, wild hair and clothes, and exaggerated, cackling laugh.
",https://en.wikipedia.org/wiki/Phyllis_Diller
235,"James, Alfred",Alfred James,Al Pacino,FALSE,American actor,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcT4koZmOt4_TlcC3oJsTsc87mTDCBIL6Qoji4575_2YNih_ww6F,https://commons.wikimedia.org/wiki/File:Al_Pacino_in_2014.jpg,"Alfredo James Pacino is an American actor and filmmaker. In a career spanning over five decades, he has received many awards and nominations, including an Academy Award, two Tony Awards, and two Primetime Emmy Awards. ",https://en.wikipedia.org/wiki/Al_Pacino
236,"Johnson, Lady Bird",Lady Bird Johnson,Lady Bird Johnson,TRUE,Former First Lady of the United States,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQDMXXmYF0jXCuVONYZ5WplhMTET0T_Pu1qcjMQgQUROEC8CNZ3,"https://commons.wikimedia.org/wiki/File:Lady_Bird_Johnson,_photo_portrait,_standing_at_rear_of_White_House,_color.jpg","Claudia Alta ""Lady Bird"" Johnson was an American socialite and the First Lady of the United States as the wife of the 36th President of the United States, Lyndon B. Johnson from 1963 to 1969. She also served as the Second Lady of the United States from 1961 to 1963.
",https://en.wikipedia.org/wiki/Lady_Bird_Johnson
237,"McCloskey, Pete",Pete McCloskey,Pete McCloskey,TRUE,American Politician,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHTCVaM2M66sOjd41KSN9TjBn1q7Tf52U1bW-pIUv3jisDG64H,https://en.wikipedia.org/wiki/File:Pete_McCloskey.jpg,"Paul Norton ""Pete"" McCloskey Jr. is an American politician who represented San Mateo County, California as a Republican in the U.S. House of Representatives from 1967 to 1983. ",https://en.wikipedia.org/wiki/Pete_McCloskey
239,"Muskie, Edmund S.",Edmund S. Muskie,Edmund Muskie,FALSE,Former United States Secretary of State,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSpcr83lBHZWmV-YIxUjhiI7VVcArtGu7Yy8QCC3KVWWxYGerc6,"https://en.wikipedia.org/wiki/File:Portrait_of_Edmund_Muskie,_looking_up.jpg","Edmund Sixtus Muskie was an American statesman and political leader who served as the 58th United States Secretary of State under President Jimmy Carter, a United States Senator from Maine from 1959 to 1980, the 64th Governor of Maine from 1955 to 1959, and a member of the Maine House of Representatives from 1946 to 1951. ",https://en.wikipedia.org/wiki/Edmund_Muskie
240,"Peary, Robert Edwin",Robert Edwin Peary,Robert Peary,FALSE,American explorer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTn8kyXbg_aszYQOAwVMyotV6OsEEJCiSIYN9CVrURbQagh8Iy9,"https://es.wikipedia.org/wiki/Archivo:Robert_Peary_by_Hampton,_1909.jpg",Robert Edwin Peary Sr. was an American explorer and United States Navy officer who made several expeditions to the Arctic in the late 19th and early 20th centuries. ,https://en.wikipedia.org/wiki/Robert_Peary
245,"Bradley, Bill",Bill Bradley,Bill Bradley,TRUE,Former American senator,https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTlv5HCllQvJ99SCfolK9_psNruzpaCgKqCX7rwuSWKmwyxs3He,https://commons.wikimedia.org/wiki/File:Bill-Bradley-2020.jpg,"William Warren Bradley is an American politician and former professional basketball player. He served three terms as a Democratic U.S. Senator from New Jersey. He ran unsuccessfully for the Democratic Party's nomination for president in the 2000 election.
Bradley was born and raised in Crystal City, Missouri, a small town 45 miles south of St. Louis. He excelled at basketball from an early age. He did well academically and was an all-county and all-state basketball player in high school. He was offered 75 college scholarships, but declined them all to attend Princeton University. ",https://en.wikipedia.org/wiki/Bill_Bradley
246,"Coolidge, Calvin",Calvin Coolidge,Calvin Coolidge,TRUE,30th U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPAaXTb6EZCEXI7T7h_KnC88pRAbiTbevKUphOQEnyFD046TME,https://commons.wikimedia.org/wiki/File:Calvin_Coolidge_cph.3g10777_(cropped).jpg,"Calvin Coolidge was an American politician and lawyer who served as the 30th president of the United States from 1923 to 1929. A Republican lawyer from New England, born in Vermont, Coolidge worked his way up the ladder of Massachusetts state politics, eventually becoming governor of Massachusetts. ",https://en.wikipedia.org/wiki/Calvin_Coolidge
247,"Curtis, Robert L.",Robert L. Curtis,Bob Morley,FALSE,Australian actor,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRs1Qry_0hxClbuyNS46DBDM-oXFfZ3Bjyp2HnvD2AvpWbrQAm3,https://commons.wikimedia.org/wiki/File:Bob_Morley_by_Gage_Skidmore.jpg,"Robert Alfred Morley is an Australian actor and television director. After appearing in various theatre productions and short films, Morley was cast as Drew Curtis in Home and Away in 2006. ",https://en.wikipedia.org/wiki/Bob_Morley
251,"Johnson, Andrew",Andrew Johnson,Andrew Johnson,TRUE,17th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQitnEnH7ahTspbaj3q4Z6ELpDTQU5ECBGr9V6mCJcR9irRjCVD,"https://commons.wikimedia.org/wiki/File:Andrew_Johnson_photo_portrait_head_and_shoulders,_c1870-1880-Edit1.jpg","Andrew Johnson was the 17th president of the United States, serving from 1865 to 1869. He assumed the presidency as he was vice president at the time of the assassination of Abraham Lincoln. ",https://en.wikipedia.org/wiki/Andrew_Johnson
255,"Walcott, Charles D.",Charles D. Walcott,Charles Doolittle Walcott,FALSE,American paleontologist,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRQpmSg7yEKnVHYiLfGuzyWcO5LS0HCMFukAvaYipTVjJ0MXrCA,https://commons.wikimedia.org/wiki/File:Charles_Doolittle_Walcott.jpg,"Charles Doolittle Walcott was an American paleontologist, administrator of the Smithsonian Institution from 1907 to 1927, and geologist. ",https://en.wikipedia.org/wiki/Charles_Doolittle_Walcott
256,"Arthur, Chester A.",Chester A. Arthur,Chester A. Arthur,TRUE,21st U.S. President,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTNlsxVWe1BdrVoHWupOBjz2VRIBonlc5jUa_sI3E2gDpzzJEKx,https://zh.m.wikipedia.org/wiki/File:Chester_Alan_Arthur.jpg,"Chester Alan Arthur was an American attorney and politician who served as the 21st president of the United States from 1881 to 1885. Previously the 20th vice president, he succeeded to the presidency upon the death of President James A. Garfield in September 1881, two months after Garfield was shot by an assassin.
Arthur was born in Fairfield, Vermont, grew up in upstate New York, and practiced law in New York City. He served as quartermaster general of the New York Militia during the American Civil War. ",https://en.wikipedia.org/wiki/Chester_A._Arthur
257,"Atget, Eugene",Eugene Atget,EugÃ¨ne Atget,FALSE,French photographer,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSLocX4_SQHtzFfvhjSSn71cMtPIdwpq57y0j8cBSCFGgs-hgpB,"https://fr.wikipedia.org/wiki/Fichier:Eug%C3%A8ne_Atget_-_La_Villette._Rue_Asselin,_prostitute_waiting_in_front_of_her_door_-_Google_Art_Project.jpg","EugÃ¨ne Atget was a French flÃ¢neur and a pioneer of documentary photography, noted for his determination to document all of the architecture and street scenes of Paris before their disappearance to modernization. ",https://en.wikipedia.org/wiki/Eug%C3%A8ne_Atget
260,"Cleveland, Frances Folsom",Frances Folsom Cleveland,Frances Cleveland,FALSE,Former First Lady of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSm0omeYa3JDw7Oppo4ZzJ8GMS6167sG5v48PNESTjed_EfC8mv,https://sv.m.wikipedia.org/wiki/Fil:Frances_Folsom_Cleveland.jpg,"Frances Clara Cleveland Preston was First Lady of the United States from 1886 to 1889 and again from 1893 to 1897 as the wife of President Grover Cleveland. Becoming first lady at age 21, she remains the youngest wife of a sitting president.",https://en.wikipedia.org/wiki/Frances_Cleveland
261,"Dole, Bob",Bob Dole,Bob Dole,TRUE,American Politician,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQJ1McZ1_k0q3xDcvL7Cq36g1sj1SuI9g73c7KtD4wPJOf2_n6w,https://commons.wikimedia.org/wiki/File:Robert_J._Dole.jpg,"Robert Joseph Dole is an American retired politician, statesman, and attorney who represented Kansas in the U.S House of Representatives from 1961 to 1969 and in the U.S. ",https://en.wikipedia.org/wiki/Bob_Dole
265,"Harding, Warren G.",Warren G. Harding,Warren G. Harding,TRUE,29th U.S. President,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTg0zDV7feX8VVTqznM7h0WsCzBEZgAmfnpi3oE6qkdhuk05S7D,https://commons.wikimedia.org/wiki/File:Warren_G_Harding-Harris_%26_Ewing.jpg,"Warren Gamaliel Harding was the 29th president of the United States from 1921 until his death in 1923. A member of the Republican Party, he was one of the most popular U.S. presidents to that point. ",https://en.wikipedia.org/wiki/Warren_G._Harding
266,"Hornak, Ian",Ian Hornak,Ian Hornak,TRUE,American draughtsman,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcRvl8p9CR-IlsNB25dXps5Lgl5TDvswgk3PrJhlhwICZEDjg86Z,https://en.wikipedia.org/wiki/Ian_Hornak,"Ian Hornak was an American draughtsman, painter and printmaker. He was one of the founding artists of the Hyperrealist and Photorealist fine art movements.",https://en.wikipedia.org/wiki/Ian_Hornak
268,"Jordan, Louis",Louis Jordan,Louis Jordan,TRUE,American musician,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTHPIttFsJ4DNbRRTSFY0JRf0ZNdUdWO8ZX4QeopgJBwvJF3bAq,https://commons.wikimedia.org/wiki/File:Louis_Jordan_1951.jpg,"Louis Thomas Jordan was an American musician, songwriter and bandleader who was popular from the late 1930s to the early 1950s. Known as ""The King of the Jukebox"", he earned his highest profile towards the end of the swing era.
Jordan was a talented singer with great comedic flair, and he fronted his own band for more than twenty years. He duetted with some of the biggest solo singing stars of his time, including Bing Crosby, Ella Fitzgerald and Louis Armstrong. ",https://en.wikipedia.org/wiki/Louis_Jordan
269,"Lucas, Joseph D.",Joseph D. Lucas,Saint Joseph,FALSE,,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcTX1JibaEjVChvVytZkyvMKmaD6Qdhsg3TSvZ_pe-s2MWwLAUwE,https://commons.wikimedia.org/wiki/File:Saint_Joseph_of_Rabat_Malta.jpg,"Joseph is a figure in the canonical gospels who was married to Mary, Jesus' mother, and was Jesus' legal father. In the Apocrypha, Joseph was the father of James, Joses, Jude, Simon, and at least two daughters. ",https://en.wikipedia.org/wiki/Saint_Joseph
270,"Ostade, Adriaen van",Adriaen van Ostade,Adriaen van Ostade,TRUE,Dutch painter,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcSq8v_xeFLEHKfnEv2KCP5VwG8SZxX0_7uBCsDBXiFl0qF2peYr,"https://commons.wikimedia.org/wiki/File:Frans_Hals,_Adriaen_van_Ostade,_c._1645_alt._1648.jpg",Adriaen van Ostade was a Dutch Golden Age painter of genre works.,https://en.wikipedia.org/wiki/Adriaen_van_Ostade
271,"Pal, George",George Pal,George Pal,TRUE,American-Hungarian animator,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcQzTotq2-Pd5Q8hMv323WOhBghVr0wSIPCQzmX2OuKleg_f1-sP,https://en.wikipedia.org/wiki/George_Pal,"George Pal was a Hungarian-American animator, film director and producer, principally associated with the fantasy and science-fiction genres. He became an American citizen after emigrating from Europe.
He was nominated for Academy Awards for seven consecutive years and received an honorary award in 1944. This makes him the second-most nominated Hungarian exile after MiklÃ³s RÃ³zsa.",https://en.wikipedia.org/wiki/George_Pal
274,"Van Buren, Angelica Singleton",Angelica Singleton Van Buren,Angelica Singleton Van Buren,TRUE,Former First Lady of the United States,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaxgP3xQhB78p5W0K60kGrId9iyzSPDAN2EsAY2VxT79Y9LoCV,https://pt.wikipedia.org/wiki/Ficheiro:Angelica_van_buren.jpg,"Sarah Angelica Van Buren, was the daughter-in-law of the eighth President of the United States Martin Van Buren. She was married to the President's son, Abraham Van Buren. ",https://en.wikipedia.org/wiki/Angelica_Singleton_Van_Buren
278,"Carter, James E.",James E. Carter,Jimmy Carter,FALSE,39th U.S. President,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS25gGWK7zAmM_KOGYUextJaGA0nF8JDW-04Jt_kIi2lOuhKCVT,https://commons.wikimedia.org/wiki/File:JimmyCarterPortrait.jpg,"James Earl Carter Jr. is an American politician, philanthropist, and former farmer who served as the 39th president of the United States from 1977 to 1981. ",https://en.wikipedia.org/wiki/Jimmy_Carter
279,"Catt, Carrie Chapman",Carrie Chapman Catt,Carrie Chapman Catt,TRUE,,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSeaRnQOKcle9g6ksgAaXRfEvSxgr_Ql8tcWwr9EDrtaLhbIkBy,https://commons.wikimedia.org/wiki/File:Carrie_Chapman_Catt_-_National_Woman%27s_Party_Records.jpg,"Carrie Chapman Catt was an American women's suffrage leader who campaigned for the Nineteenth Amendment to the United States Constitution, which gave U.S. women the right to vote in 1920. ",https://en.wikipedia.org/wiki/Carrie_Chapman_Catt
280,"Clark, Ann",Ann Clark,Anne Clark,FALSE,Poet,https://encrypted-tbn1.gstatic.com/images?q=tbn:ANd9GcQ46Emp7BdC-tCJdOCOtRxHKN-vN3DPf8PLQJXfd_4y5ImEWF_U,https://commons.wikimedia.org/wiki/File:Anne_Clark_Blackfield_2014_01.JPG,"Anne Charlotte Clark is an English poet, songwriter, and electronic musician. Her first album, The Sitting Room, was released in 1982, and she has released over a dozen albums since then.
",https://en.wikipedia.org/wiki/Anne_Clark_(poet)
281,"Delaunay, Charles",Charles Delaunay,Charles-EugÃ¨ne Delaunay,FALSE,French astronomer,https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcSozdUFBSwGGXBlLmk3xtFgRwQJ1v3szV6V7wj6wYu0UMlNl9Zs,https://en.wikipedia.org/wiki/Charles-Eug%C3%A8ne_Delaunay,Charles-EugÃ¨ne Delaunay was a French astronomer and mathematician. His lunar motion studies were important in advancing both the theory of planetary motion and mathematics.,https://en.wikipedia.org/wiki/Charles-Eug%C3%A8ne_Delaunay
282,"Duff, Caroline",Caroline Duff,Lady Caroline Paget,FALSE,Socialite,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKtwuLbCHRp-ojRGnBuA8Q_73WI9MwHHLdSkmSDK88WhWJIyvl,https://en.wikipedia.org/wiki/Lady_Caroline_Paget,"Caroline, Lady Duff was an English socialite and actress.",https://en.wikipedia.org/wiki/Lady_Caroline_Paget
