Name,Name_ID,Category,Items,Img_path,wiki_brief,wiki_long,fill_check,border_check,Name_Display,Topics,Sub_Category,Name_Web,smithsonian_URL,google_URL
"Cole, Luther",ColeLuther,Work and Industry,8,,Lawyer,"Luther Francis Cole was a lawyer and politician from Baton Rouge, Louisiana, who served as a state legislator and then as a judge.
Cole was born in Alexandria in Rapides Parish, one of twelve children of Clement and Catherine Cole. He graduated from Bolton High School and served in the United States Navy during World War II. He attended Louisiana Tech University in Ruston and graduated from Louisiana State University Law Center in Baton Rouge. He joined a friend, Warren Mengis, in the formation of the Cole and Mengis law firm in Baton Rouge. They later partnered with Lawrence Durant.
A Democrat, Cole served in the Louisiana House of Representatives during the administration of Governor John McKeithen. His tenure extended only from 1964 until 1967, when he resigned to become a judge of the 19th Judicial District Court. From 1972 to 1973, he was president of the Louisiana District Judges Association. ",wi,wi,Luther Cole,"Whaling, Whaling, Transportation, On the Water exhibit, Manufacturing industries, Industrialization, Ecology, Development of the Industrial United States", Fisheries,Luther%20Cole,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Luther%20Cole,https://www.google.com/search?q=Luther%20Cole
"Coolidge, Grace Goodhue",CoolidgeGraceGoodhue,Political and Military History,8,images/421.jpg,Former First Lady of the United States,"Grace Anna Coolidge was the wife of the 30th President of the United States, Calvin Coolidge. She was the First Lady of the United States from 1923 to 1929 and the Second Lady of the United States from 1921 to 1923. ",img,pmh,Grace Goodhue Coolidge,"First ladies, Presidents' spouses, Voting, World War, 1939-1945, Presidents' spouses, Photography, Homefront, World War II, Girl Scouts of the United States of America, Elections, First ladies"," Political History, White House/First Ladies Collection",Grace%20Goodhue%20Coolidge,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Grace%20Goodhue%20Coolidge,https://www.google.com/search?q=Grace%20Goodhue%20Coolidge
"Currier, Nathaniel",CurrierNathaniel,Cultural and Community Life,8,,,,ccl,ccl,Nathaniel Currier,"Art, Furnishings, Peters Prints, Food habits, Costume, Communications, Dress accessories, Education, Clothing and dress, Art, Politics, Mourning, Chronology: 1840-1849, Circus, Dance, Expositions, Family, Government, Marriage, Ocean, Religion, Slavery, Social life and customs, Social reformers, Temperance, Theater, Toys, Whaling, Wild Animals, Children, Architecture, Educational Buildings, Adornment, Alcohol, American Revolution (1775-1783), Amusements, Animals, Art, Clothing and dress, Dress accessories, Exploration and Discovery, Fire History, Furnishings, Horses, Kansas-Nebraska Act, Naval History, Political Caricatures, Political parties, Politics, shipwreck, Hunting, Animals, Art, Birds, Dogs", Domestic Life,Nathaniel%20Currier,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Nathaniel%20Currier,https://www.google.com/search?q=Nathaniel%20Currier
"Daguerre, Louis Jacques Mande",DaguerreLouisJacquesMande,Work and Industry,8,images/422.jpg,French artist,"Louis-Jacques-MandÃ© Daguerre, better known as Louis Daguerre, was a French artist and photographer, recognized for his invention of the daguerreotype process of photography. He became known as one of the fathers of photography. ",img,wi,Louis Jacques Mande Daguerre,"Portraits, Photography, Men, Photography, Photography, Advertising", Photographic History,Louis%20Jacques%20Mande%20Daguerre,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Louis%20Jacques%20Mande%20Daguerre,https://www.google.com/search?q=Louis%20Jacques%20Mande%20Daguerre
"Dangerfield, Rodney",DangerfieldRodney,Cultural and Community Life,8,images/423.jpg,American comedian,"Jack Roy, popularly known by the stage name Rodney Dangerfield, was an American stand-up comedian. He was known for his self-deprecating one-liner humor, his catchphrase â€œI don't get no respect!â€ and his monologues on that theme.
",img,ccl,Rodney Dangerfield,"Television, Comedy, Comedians, Amusements, Comedy, Comedians, Amusements, Costume, Advertising, Beer, Beer & Spirits, Amusements, Comedians, Comedy", Entertainment,Rodney%20Dangerfield,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Rodney%20Dangerfield,https://www.google.com/search?q=Rodney%20Dangerfield
"Darley, Felix Octavius Carr",DarleyFelixOctaviusCarr,Work and Industry,8,,,,wi,wi,Felix Octavius Carr Darley,"Peters Prints, Art, Furnishings, Costume, Chronology: 1840-1849, Art, Communications, Ferris Collection, Pets, Animals, Hunting, Horses, Food habits, Children, Chronology: 1870-1879, Architecture, Commercial Buildings, Architecture, Wild Animals, Games, Wilkes Blocks, U.S. Exploring Expedition, Theater, Walking, Story telling, Lighting, Communication, newspapers, Civic Associations, Birds, Chronology: 1880-1889, Costume, Furnishings, Horses, Peters Prints, Art, Animals, Monkeys, Art, Bears, Hunting, Wagons", Graphic Arts,Felix%20Octavius%20Carr%20Darley,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Felix%20Octavius%20Carr%20Darley,https://www.google.com/search?q=Felix%20Octavius%20Carr%20Darley
"de la Renta, Oscar",delaRentaOscar,Cultural and Community Life,8,images/424.jpg,Fashion designer,"Ã“scar ArÃ­stides Renta Fiallo, known professionally as Oscar de la Renta, was a Dominican fashion designer. Born in Santo Domingo, he was trained by CristÃ³bal Balenciaga and Antonio del Castillo. ",img,ccl,Oscar de la Renta,"Women, Amusements, Awards and Prizes, Fashion, Golden Globe Award", Costume,Oscar%20de%20la%20Renta,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Oscar%20de%20la%20Renta,https://www.google.com/search?q=Oscar%20de%20la%20Renta
"Dempsey, Jack",DempseyJack,Cultural and Community Life,8,images/425.jpg,American professional boxer,"William Harrison ""Jack"" Dempsey, nicknamed Kid Blackie, and The Manassa Mauler, was an American professional boxer who competed from 1914 to 1927, and reigned as the world heavyweight champion from 1919 to 1926. ",img,ccl,Jack Dempsey,"Sports, Sports, Professional, Professional, Professional, Sports, Amusements, Autographed Baseballs, Sports, Professional, Sports", Sport and Leisure,Jack%20Dempsey,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jack%20Dempsey,https://www.google.com/search?q=Jack%20Dempsey
"Diaz-Balart, Jose",Diaz-BalartJose,Work and Industry,8,images/426.jpg,American journalist,"JosÃ© DÃ­az-Balart is a Cuban-American journalist and television anchorman. He is currently the anchor for Noticias Telemundo, the Telemundo network's early evening Spanish-language news program, as well as the network's public affairs Sunday morning program Enfoque con Jose Diaz-Balart. ",img,wi,Jose Diaz-Balart,"Journalism, Broadcasting, Authors, Television, identification documents, Journalism, Television broadcasts, Hurricanes, Religion, Roman Catholic Church, Roman Catholicism, Authors, Broadcasting, Campaign debates, Politics, Presidential Campaign of 2016, Presidents, identification documents", Work,Jose%20Diaz-Balart,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jose%20Diaz-Balart,https://www.google.com/search?q=Jose%20Diaz-Balart
"Eagleton, Thomas",EagletonThomas,Political and Military History,8,images/427.jpg,Former United States Senator,"Thomas Francis Eagleton was a United States senator from Missouri, serving from 1968 to 1987. He was briefly the Democratic vice presidential nominee under George McGovern in 1972. ",img,pmh,Thomas Eagleton,"Advertising, Politics, Social reformers, Politics, Government, Princeton Posters, Democratic National Convention of 1972"," Political History, Campaign Collection",Thomas%20Eagleton,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Thomas%20Eagleton,https://www.google.com/search?q=Thomas%20Eagleton
"Edgerton, H.",EdgertonH,Work and Industry,8,,American activist,H. K. Edgerton is an African-American activist for Southern heritage and an African-American member of the Sons of Confederate Veterans. He is often given a prominent place at rallies for the Confederate flag. ,wi,wi,H. Edgerton,Photography, Photographic History,H%20Edgerton,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=H%20Edgerton,https://www.google.com/search?q=H%20Edgerton
"Engelmann, Godefroy",EngelmannGodefroy,Work and Industry,8,,,,wi,wi,Godefroy Engelmann,"Photography, Animals, Dogs, Military, Architecture, Art, Cats, Church buildings, Communications, Goats, Landscapes, Art, Communications, Landscapes", Photographic History,Godefroy%20Engelmann,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Godefroy%20Engelmann,https://www.google.com/search?q=Godefroy%20Engelmann
"Evans, Walker",EvansWalker,Work and Industry,8,images/429.jpg,American photographer,Walker Evans was an American photographer and photojournalist best known for his work for the Farm Security Administration documenting the effects of the Great Depression. ,img,wi,Walker Evans,"Photography, Great Depression", Photographic History,Walker%20Evans,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Walker%20Evans,https://www.google.com/search?q=Walker%20Evans
"Farr, Jamie",FarrJamie,Cultural and Community Life,8,,,"The Marathon Classic, in full the Marathon Classic Presented by Dana, is a women's professional golf tournament on the LPGA Tour. ",ccl,ccl,Jamie Farr,"Military, M*A*S*H Television Series, Amusements, Korean War, 1950-1953, Sports, Baseball, Military, M*A*S*H Television Series, Korean War, 1950-1953, Amusements, M*A*S*H, Medicine, Military, Television, Toys, Amusements", Entertainment,Jamie%20Farr,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Jamie%20Farr,https://www.google.com/search?q=Jamie%20Farr
"Fort, Louis",FortLouis,Work and Industry,8,,,,wi,wi,Louis Fort,"Art, Amusements, Music, Farms, Courtship, Dance, Family, Flowers, Musical instruments, Sailing Ships", Graphic Arts,Louis%20Fort,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Louis%20Fort,https://www.google.com/search?q=Louis%20Fort
"Gernreich, Rudi",GernreichRudi,Cultural and Community Life,8,,American-Austrian fashion designer,"Rudolf ""Rudi"" Gernreich was an Austrian-born American fashion designer whose avant-garde clothing designs are generally regarded as the most innovative and dynamic fashion of the 1960s. ",ccl,ccl,Rudi Gernreich,"Women, Men, Gender issues, Gay liberation movement, Fashion, Dress accessories, Clothing and dress, Avant-garde (Aesthetics)", Costume,Rudi%20Gernreich,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Rudi%20Gernreich,https://www.google.com/search?q=Rudi%20Gernreich
"Gratacap, Henry T.",GratacapHenryT,Cultural and Community Life,8,,,,ccl,ccl,Henry T. Gratacap,"Clothing and dress, Dress accessories, Firefighting Collection, Fire Helmets, Helmet Frontpieces, Fire Fighting", Fire Fighting and Law Enforcement,Henry%20T%20Gratacap,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Henry%20T%20Gratacap,https://www.google.com/search?q=Henry%20T%20Gratacap
"Greeley, Horace",GreeleyHorace,Political and Military History,8,images/433.jpg,American editor,"Horace Greeley was an American newspaper editor and publisher who was the founder and editor of the New-York Tribune, among the great newspapers of its time. ",img,pmh,Horace Greeley,"Government, Politics, Social reformers, Social reformers, Government, Ku Klux Klan (1915-), Politics, Portraits, Presidents, Princeton Posters, Elections, Social reformers, Government, Politics, Racism, Ku Klux Klan (1915-), Government, Politics, Social reformers"," Political History, Campaign Collection",Horace%20Greeley,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Horace%20Greeley,https://www.google.com/search?q=Horace%20Greeley
"Gregory, Dick",GregoryDick,Political and Military History,8,images/434.jpg,American comedian,"Richard Claxton Gregory was an American comedian, civil rights and vegetarian activist, and conspiracy theorist. He spent the last decades of his life speaking regularly about numerous conspiracy theories. His writings were best sellers. ",img,pmh,Dick Gregory,"History, Reform Movements, Black, Civil Rights, Peace movements, Social reformers, Wars, Princeton Posters, Politics, Buttons, Badges, Ribbons, Cvil Rights, Elections, Elections, Government, Government, Peace movements, Politics, Presidents, Protest and Civil Disobedience, Social reformers, Social reformers, Vietnam War, Wars, Buttons, Badges, Ribbons, Anti-racism"," Political History, Womens History/Reform Movements Collection",Dick%20Gregory,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Dick%20Gregory,https://www.google.com/search?q=Dick%20Gregory
"Hahn, Betty",HahnBetty,Work and Industry,8,,,,wi,wi,Betty Hahn,"Photography, Betty Hahn Collection, Photo History Collection, Textiles", Photographic History,Betty%20Hahn,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Betty%20Hahn,https://www.google.com/search?q=Betty%20Hahn
"Hays, Michael Alan",HaysMichaelAlan,Cultural and Community Life,8,,,,ccl,ccl,Michael Alan Hays,"Sports, skateboarding, Inventions, Skateboarding, Professional, Amusements", Sport and Leisure,Michael%20Alan%20Hays,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Michael%20Alan%20Hays,https://www.google.com/search?q=Michael%20Alan%20Hays
"Heller, Helen West",HellerHelenWest,Work and Industry,8,,American painter,"Helen West Heller was an American painter, printmaker, poet, and illustrator.
Heller was born Helen Barnhart in Rushville, Illinois, the daughter of a farmer, boat builder, and decoy maker. ",wi,wi,Helen West Heller,"Art, Communications, Agriculture, Animals, Baseball, Cotton, Horses, Landscapes, Night print, Science, Sports, Trees", Graphic Arts,Helen%20West%20Heller,https://americanhistory.si.edu/collections/search?return_all=1&edan_local=1&edan_q=Helen%20West%20Heller,https://www.google.com/search?q=Helen%20West%20Heller
