Name,Name_ID,Name_Display,Category,fill_check,border_check,Items
"Farrell, E.D.",FarrellED,E.D. Farrell,Cultural and Community Life,ccl,ccl,3
"Fawcett, Farah",FawcettFarah,Farah Fawcett,Cultural and Community Life,ccl,ccl,3
"Feist, Leo",FeistLeo,Leo Feist,Cultural and Community Life,ccl,ccl,3
"Fellahi, Khalid",FellahiKhalid,Khalid Fellahi,Cultural and Community Life,ccl,ccl,3
"Felt, Dorr E.",FeltDorrE,Dorr E. Felt,Medicine and Science,ms,ms,3
"Ferguson, E. Lee",FergusonELee,E. Lee Ferguson,Work and Industry,wi,wi,3
"Field, Henrietta Frank Armstrong",FieldHenriettaFrankArmstrong,Henrietta Frank Armstrong Field,Cultural and Community Life,ccl,ccl,3
"Fliehr, Richard M.",FliehrRichardM,Richard M. Fliehr,Cultural and Community Life,ccl,ccl,3
"Fluharty, William G.",FluhartyWilliamG,William G. Fluharty,Work and Industry,wi,wi,3
"Foote, Don",FooteDon,Don Foote,Cultural and Community Life,ccl,ccl,3
"Ford, Rocky Bill",FordRockyBill,Rocky Bill Ford,Cultural and Community Life,ccl,ccl,3
"Foster, Susan",FosterSusan,Susan Foster,Cultural and Community Life,ccl,ccl,3
"Fox, Florence",FoxFlorence,Florence Fox,Cultural and Community Life,ccl,ccl,3
"Francis, Joseph",FrancisJoseph,Joseph Francis,Political and Military History,pmh,pmh,3
"Frelinghuysen, Theodore",FrelinghuysenTheodore,Theodore Frelinghuysen,Political and Military History,pmh,pmh,3
"Fuchs, Feodor",FuchsFeodor,Feodor Fuchs,Cultural and Community Life,ccl,ccl,3
"Fugitt, Donald J.",FugittDonaldJ,Donald J. Fugitt,Political and Military History,pmh,pmh,3
"Gale, Wood & Hughes",GaleWood&Hughes,Wood & Hughes Gale,Cultural and Community Life,ccl,ccl,3
"Gallagher, Michael F.",GallagherMichaelF,Michael F. Gallagher,Political and Military History,pmh,pmh,3
"Gallenga, Maria Monaci",GallengaMariaMonaci,Maria Monaci Gallenga,Cultural and Community Life,ccl,ccl,3
"Gates, Horatio",GatesHoratio,Horatio Gates,Work and Industry,wi,wi,3
"Gattegno, Caleb",GattegnoCaleb,Caleb Gattegno,Medicine and Science,ms,ms,3
"Gearhart, May",GearhartMay,May Gearhart,Work and Industry,wi,wi,3
"Gibb, Barry",GibbBarry,Barry Gibb,Cultural and Community Life,ccl,ccl,3
"Gildemeister, Charles",GildemeisterCharles,Charles Gildemeister,Cultural and Community Life,ccl,ccl,3
"Gleason, F.",GleasonF,F. Gleason,Cultural and Community Life,ccl,ccl,3
"Gleason, Thos. J.",GleasonThosJ,Thos. J. Gleason,Medicine and Science,ms,ms,3
"Golding, William H.",GoldingWilliamH,William H. Golding,Work and Industry,wi,wi,3
"Goon, Toy Len",GoonToyLen,Toy Len Goon,Cultural and Community Life,ccl,ccl,3
"Grant, Frederick Dent",GrantFrederickDent,Frederick Dent Grant,Political and Military History,pmh,pmh,3
"Grant, Julia Dent",GrantJuliaDent,Julia Dent Grant,Political and Military History,pmh,pmh,3
"Grant, Ulysses S.",GrantUlyssesS,Ulysses S. Grant,Work and Industry,wi,wi,3
"Green, Philip",GreenPhilip,Philip Green,Cultural and Community Life,ccl,ccl,3
"Gresse, John Alexander",GresseJohnAlexander,John Alexander Gresse,Work and Industry,wi,wi,3
"Grey, Joel",GreyJoel,Joel Grey,Cultural and Community Life,ccl,ccl,3
"Grignion, Charles",GrignionCharles,Charles Grignion,Work and Industry,wi,wi,3
"Gropper, William",GropperWilliam,William Gropper,Work and Industry,wi,wi,3
"Grottenthaler, V.",GrottenthalerV,V. Grottenthaler,Work and Industry,wi,wi,3
"Guernsey, Samuel J.",GuernseySamuelJ,Samuel J. Guernsey,Work and Industry,wi,wi,3
"Guillory, Queen Ida",GuilloryQueenIda,Queen Ida Guillory,Cultural and Community Life,ccl,ccl,3
"Haggerty, Melvin E.",HaggertyMelvinE,Melvin E. Haggerty,Medicine and Science,ms,ms,3
"Haid, John Jacob",HaidJohnJacob,John Jacob Haid,Medicine and Science,ms,ms,3
"Hail, Jim",HailJim,Jim Hail,Cultural and Community Life,ccl,ccl,3
"Halderman, John A.",HaldermanJohnA,John A. Halderman,Political and Military History,pmh,pmh,3
"Hall, Juanita",HallJuanita,Juanita Hall,Cultural and Community Life,ccl,ccl,3
"Hamburger, Charlotte",HamburgerCharlotte,Charlotte Hamburger,Cultural and Community Life,ccl,ccl,3
"Hancock, Winfield Scott",HancockWinfieldScott,Winfield Scott Hancock,Political and Military History,pmh,pmh,3
"Hann, Nika",HannNika,Nika Hann,Cultural and Community Life,ccl,ccl,3
"Hansard, John W.",HansardJohnW,John W. Hansard,Work and Industry,wi,wi,3
"Harding, Florence Kling",HardingFlorenceKling,Florence Kling Harding,Political and Military History,pmh,pmh,3
"Hare, Robert",HareRobert,Robert Hare,Medicine and Science,ms,ms,3
"Harper, Robert W.",HarperRobertW,Robert W. Harper,Political and Military History,pmh,pmh,3
"Harris, Milo",HarrisMilo,Milo Harris,Cultural and Community Life,ccl,ccl,3
"Hart, Charles",HartCharles,Charles Hart,Cultural and Community Life,ccl,ccl,3
"Heard, Joseph",HeardJoseph,Joseph Heard,Work and Industry,wi,wi,3
"Henry, Charles",HenryCharles,Charles Henry,Work and Industry,wi,wi,3
"Henry, Johnson, and Lord",HenryJohnsonandLord,and Lord Johnson Henry,Medicine and Science,ms,ms,3
"Herrera, Carolina",HerreraCarolina,Carolina Herrera,Cultural and Community Life,ccl,ccl,3
"Herschel, John F. W.",HerschelJohnFW,John F. W. Herschel,Work and Industry,wi,wi,3
"Heydrick, Susanna Neff",HeydrickSusannaNeff,Susanna Neff Heydrick,Cultural and Community Life,ccl,ccl,3
"Higgins, Charles J.",HigginsCharlesJ,Charles J. Higgins,Cultural and Community Life,ccl,ccl,3
"Hiller, John W.",HillerJohnW,John W. Hiller,Work and Industry,wi,wi,3
"Hisky, Joseph",HiskyJoseph,Joseph Hisky,Cultural and Community Life,ccl,ccl,3
"Hobart, Garret A.",HobartGarretA,Garret A. Hobart,Political and Military History,pmh,pmh,3
"Hofmann, Jean Georges",HofmannJeanGeorges,Jean Georges Hofmann,Medicine and Science,ms,ms,3
"Hohenstein, Anton",HohensteinAnton,Anton Hohenstein,Cultural and Community Life,ccl,ccl,3
"Hollis, Thomas",HollisThomas,Thomas Hollis,Medicine and Science,ms,ms,3
"Hopf, Otto",HopfOtto,Otto Hopf,Medicine and Science,ms,ms,3
"Huber, Berthold",HuberBerthold,Berthold Huber,Work and Industry,wi,wi,3
"Huntington, Daniel",HuntingtonDaniel,Daniel Huntington,Work and Industry,wi,wi,3
"Hunzinger, George",HunzingerGeorge,George Hunzinger,Cultural and Community Life,ccl,ccl,3
"Huppmann, George",HuppmannGeorge,George Huppmann,Cultural and Community Life,ccl,ccl,3
"Hyde, Helen",HydeHelen,Helen Hyde,Work and Industry,wi,wi,3
"Hyde, Joshua Burrows",HydeJoshuaBurrows,Joshua Burrows Hyde,Medicine and Science,ms,ms,3
"Jacobs, Walter",JacobsWalter,Walter Jacobs,Cultural and Community Life,ccl,ccl,3
"Jacquet, Illinois",JacquetIllinois,Illinois Jacquet,Cultural and Community Life,ccl,ccl,3
"Jefferson, Thomas",JeffersonThomas,Thomas Jefferson,Cultural and Community Life,ccl,ccl,3
"Johnson, Iver",JohnsonIver,Iver Johnson,Political and Military History,pmh,pmh,3
"Johnson, Mary Louisa Adams",JohnsonMaryLouisaAdams,Mary Louisa Adams Johnson,Cultural and Community Life,ccl,ccl,3
"Johnson, Robert",JohnsonRobert,Robert Johnson,Political and Military History,pmh,pmh,3
"Jones, Edward",JonesEdward,Edward Jones,Cultural and Community Life,ccl,ccl,3
"Katzman, Mark",KatzmanMark,Mark Katzman,Work and Industry,wi,wi,3
"Kavalier, Josef",KavalierJosef,Josef Kavalier,Medicine and Science,ms,ms,3
"Kellogg, E. B. and E. C.",KelloggEBandEC,E. B. and E. C. Kellogg,Cultural and Community Life,ccl,ccl,3
"Kempf, Deborah Lynn",KempfDeborahLynn,Deborah Lynn Kempf,Cultural and Community Life,ccl,ccl,3
"Kennedy, Robert F.",KennedyRobertF,Robert F. Kennedy,Cultural and Community Life,ccl,ccl,3
"King, B. B.",KingBB,B. B. King,Cultural and Community Life,ccl,ccl,3
"King, Russell",KingRussell,Russell King,Medicine and Science,ms,ms,3
"Kipp, Heinrich",KippHeinrich,Heinrich Kipp,Work and Industry,wi,wi,3
"Kisovec, Bisenija",KisovecBisenija,Bisenija Kisovec,Cultural and Community Life,ccl,ccl,3
"Knapton, John and Paul",KnaptonJohnandPaul,John and Paul Knapton,Work and Industry,wi,wi,3
"Koch, Ands.",KochAnds,Ands. Koch,Cultural and Community Life,ccl,ccl,3
"Korn, Wilhelm",KornWilhelm,Wilhelm Korn,Work and Industry,wi,wi,3
"Kuhlmann, Wilhelm H.F.",KuhlmannWilhelmHF,Wilhelm H.F. Kuhlmann,Medicine and Science,ms,ms,3
"Kurtz, William",KurtzWilliam,William Kurtz,Work and Industry,wi,wi,3
"La Guardia, Fiorello H.",LaGuardiaFiorelloH,Fiorello H. La Guardia,Work and Industry,wi,wi,3
"LaDuke, Winona",LaDukeWinona,Winona LaDuke,Political and Military History,pmh,pmh,3
"Lamb, Frederick",LambFrederick,Frederick Lamb,Cultural and Community Life,ccl,ccl,3
"Landry, Tee Don",LandryTeeDon,Tee Don Landry,Cultural and Community Life,ccl,ccl,3
"Langenheim, Frederick",LangenheimFrederick,Frederick Langenheim,Work and Industry,wi,wi,3
"Langston, Lige H.",LangstonLigeH,Lige H. Langston,Cultural and Community Life,ccl,ccl,3
"LaRouche, Lyndon",LaRoucheLyndon,Lyndon LaRouche,Political and Military History,pmh,pmh,3
"Larson, Joyce Dean",LarsonJoyceDean,Joyce Dean Larson,Cultural and Community Life,ccl,ccl,3
"Le Maire, Pierre",LeMairePierre,Pierre Le Maire,Medicine and Science,ms,ms,3
"Leber, Brian",LeberBrian,Brian Leber,Political and Military History,pmh,pmh,3
"Lef̩bure, Ernest",Lef̩bureErnest,Ernest Lef̩bure,Cultural and Community Life,ccl,ccl,3
"Leitz, Ernst",LeitzErnst,Ernst Leitz,Medicine and Science,ms,ms,3
"Lenoir, J. B.",LenoirJB,J. B. Lenoir,Cultural and Community Life,ccl,ccl,3
"Leser, Tina",LeserTina,Tina Leser,Cultural and Community Life,ccl,ccl,3
"Lieberman, Hadassah",LiebermanHadassah,Hadassah Lieberman,Political and Military History,pmh,pmh,3
"Lindbergh, Charles A.",LindberghCharlesA,Charles A. Lindbergh,Medicine and Science,ms,ms,3
"Lindbergh, Charles A.",LindberghCharlesA,Charles A. Lindbergh,Work and Industry,wi,wi,3
"Linton, Mary Butterworth",LintonMaryButterworth,Mary Butterworth Linton,Cultural and Community Life,ccl,ccl,3
"Lizars, W. H.",LizarsWH,W. H. Lizars,Work and Industry,wi,wi,3
"Logan, Robin",LoganRobin,Robin Logan,Cultural and Community Life,ccl,ccl,3
"Lonzaneda, Juan",LonzanedaJuan,Juan Lonzaneda,Cultural and Community Life,ccl,ccl,3
"Loper, Don",LoperDon,Don Loper,Cultural and Community Life,ccl,ccl,3
"Loucks, Jane Elizabeth",LoucksJaneElizabeth,Jane Elizabeth Loucks,Cultural and Community Life,ccl,ccl,3
"Lowe, Nathaniel M.",LoweNathanielM,Nathaniel M. Lowe,Medicine and Science,ms,ms,3
"Lowe, Samuel W.",LoweSamuelW,Samuel W. Lowe,Work and Industry,wi,wi,3
"Lutcher, Nellie",LutcherNellie,Nellie Lutcher,Cultural and Community Life,ccl,ccl,3
"MacArthur, Douglas",MacArthurDouglas,Douglas MacArthur,Work and Industry,wi,wi,3
"Mackie, Bob",MackieBob,Bob Mackie,Cultural and Community Life,ccl,ccl,3
"Macy, E. B. F.",MacyEBF,E. B. F. Macy,Work and Industry,wi,wi,3
"Malone, Alice Reno",MaloneAliceReno,Alice Reno Malone,Cultural and Community Life,ccl,ccl,3
"Mann, Carl",MannCarl,Carl Mann,Cultural and Community Life,ccl,ccl,3
"Markim, Al",MarkimAl,Al Markim,Cultural and Community Life,ccl,ccl,3
"Marovich, Pete",MarovichPete,Pete Marovich,Work and Industry,wi,wi,3
"Matsumoto, Roy H.",MatsumotoRoyH,Roy H. Matsumoto,Political and Military History,pmh,pmh,3
"May, Geraldine P.",MayGeraldineP,Geraldine P. May,Political and Military History,pmh,pmh,3
"McCabe, Dennis",McCabeDennis,Dennis McCabe,Medicine and Science,ms,ms,3
"McCain, Jerry",McCainJerry,Jerry McCain,Cultural and Community Life,ccl,ccl,3
"McConnel, Mary Ann Stewart",McConnelMaryAnnStewart,Mary Ann Stewart McConnel,Cultural and Community Life,ccl,ccl,3
"McCormick, Robert",McCormickRobert,Robert McCormick,Political and Military History,pmh,pmh,3
"McGovern, Eleanor",McGovernEleanor,Eleanor McGovern,Political and Military History,pmh,pmh,3
"McKinley, Ray",McKinleyRay,Ray McKinley,Cultural and Community Life,ccl,ccl,3
"McKinley, William",McKinleyWilliam,William McKinley,Work and Industry,wi,wi,3
"McLean, Olive Gale Hill",McLeanOliveGaleHill,Olive Gale Hill McLean,Cultural and Community Life,ccl,ccl,3
"McNeely, Robert",McNeelyRobert,Robert McNeely,Work and Industry,wi,wi,3
"Meissonier, Jean Louis Ernest",MeissonierJeanLouisErnest,Jean Louis Ernest Meissonier,Work and Industry,wi,wi,3
"Mencken, August",MenckenAugust,August Mencken,Cultural and Community Life,ccl,ccl,3
"Miliani, Pietro",MilianiPietro,Pietro Miliani,Work and Industry,wi,wi,3
"Miller, William",MillerWilliam,William Miller,Work and Industry,wi,wi,3
"Milton, Roy",MiltonRoy,Roy Milton,Cultural and Community Life,ccl,ccl,3
"Mink, Patsy T.",MinkPatsyT,Patsy T. Mink,Political and Military History,pmh,pmh,3
"Mitchell, Samuel Augustus",MitchellSamuelAugustus,Samuel Augustus Mitchell,Work and Industry,wi,wi,3
"Moffat, John",MoffatJohn,John Moffat,Work and Industry,wi,wi,3
"Mollhausen, H. B.",MollhausenHB,H. B. Mollhausen,Cultural and Community Life,ccl,ccl,3
"Mollhausen, H. B.",MollhausenHB,H. B. Mollhausen,Work and Industry,wi,wi,3
"Monroe, James",MonroeJames,James Monroe,Political and Military History,pmh,pmh,3
"Monroe, Marilyn",MonroeMarilyn,Marilyn Monroe,Cultural and Community Life,ccl,ccl,3
"Montgomery, Little Brother",MontgomeryLittleBrother,Little Brother Montgomery,Cultural and Community Life,ccl,ccl,3
"Moody, James",MoodyJames,James Moody,Cultural and Community Life,ccl,ccl,3
"Moore, Thomas",MooreThomas,Thomas Moore,Cultural and Community Life,ccl,ccl,3
"Morgan, David",MorganDavid,David Morgan,Cultural and Community Life,ccl,ccl,3
"Morgan, George",MorganGeorge,George Morgan,Cultural and Community Life,ccl,ccl,3
"Morgan, Matt",MorganMatt,Matt Morgan,Cultural and Community Life,ccl,ccl,3
"Mosby, John Singleton",MosbyJohnSingleton,John Singleton Mosby,Political and Military History,pmh,pmh,3
"Muller, Les Freres",MullerLesFreres,Les Freres Muller,Cultural and Community Life,ccl,ccl,3
"Murray, Anne W.",MurrayAnneW,Anne W. Murray,Cultural and Community Life,ccl,ccl,3
"Murray, Lindley",MurrayLindley,Lindley Murray,Cultural and Community Life,ccl,ccl,3
"Musial, Stan",MusialStan,Stan Musial,Cultural and Community Life,ccl,ccl,3
"Nairne, Edward",NairneEdward,Edward Nairne,Medicine and Science,ms,ms,3
"Nast, Thomas",NastThomas,Thomas Nast,Work and Industry,wi,wi,3
"Nichols, Red",NicholsRed,Red Nichols,Cultural and Community Life,ccl,ccl,3
"Niepce, Joseph Nicephore",NiepceJosephNicephore,Joseph Nicephore Niepce,Work and Industry,wi,wi,3
"Noack, Alfredo",NoackAlfredo,Alfredo Noack,Work and Industry,wi,wi,3
"Northrup, Joel G.",NorthrupJoelG,Joel G. Northrup,Work and Industry,wi,wi,3
"Nye, Gerald P.",NyeGeraldP,Gerald P. Nye,Political and Military History,pmh,pmh,3
"O'Neil, Matty",O'NeilMatty,Matty O'Neil,Cultural and Community Life,ccl,ccl,3
"Orbison, Roy",OrbisonRoy,Roy Orbison,Cultural and Community Life,ccl,ccl,3
"Osborne, Thomas E.",OsborneThomasE,Thomas E. Osborne,Medicine and Science,ms,ms,3
"Otis, Arthur S.",OtisArthurS,Arthur S. Otis,Medicine and Science,ms,ms,3
"Otis, Bass",OtisBass,Bass Otis,Cultural and Community Life,ccl,ccl,3
"Overbeck, Johann Friedrich",OverbeckJohannFriedrich,Johann Friedrich Overbeck,Work and Industry,wi,wi,3
"Owen, D.F.",OwenDF,D.F. Owen,Medicine and Science,ms,ms,3
"Owens, Tex",OwensTex,Tex Owens,Cultural and Community Life,ccl,ccl,3
"Palermo, Louis",PalermoLouis,Louis Palermo,Cultural and Community Life,ccl,ccl,3
"Palmer, Arnold",PalmerArnold,Arnold Palmer,Cultural and Community Life,ccl,ccl,3
"Palu, Louie",PaluLouie,Louie Palu,Work and Industry,wi,wi,3
"Parkes, Mary",ParkesMary,Mary Parkes,Work and Industry,wi,wi,3
"Patten, Richard",PattenRichard,Richard Patten,Medicine and Science,ms,ms,3
"Peabody, W. F.",PeabodyWF,W. F. Peabody,Work and Industry,wi,wi,3
"Peale, Rembrandt",PealeRembrandt,Rembrandt Peale,Cultural and Community Life,ccl,ccl,3
"Peard, John",PeardJohn,John Peard,Cultural and Community Life,ccl,ccl,3
"Peltier, Leonard",PeltierLeonard,Leonard Peltier,Political and Military History,pmh,pmh,3
"Pennell, Zag",PennellZag,Zag Pennell,Cultural and Community Life,ccl,ccl,3
"Perkins, Jr., L. C.",PerkinsJrLC,L. C. Jr. Perkins,Cultural and Community Life,ccl,ccl,3
"Pierpont, John",PierpontJohn,John Pierpont,Cultural and Community Life,ccl,ccl,3
"Pinaud, E. D.",PinaudED,E. D. Pinaud,Medicine and Science,ms,ms,3
"Pintner, R.",PintnerR,R. Pintner,Medicine and Science,ms,ms,3
"Pisani, A.",PisaniA,A. Pisani,Work and Industry,wi,wi,3
"Poitevin, Alphonse-Louis",PoitevinAlphonse-Louis,Alphonse-Louis Poitevin,Work and Industry,wi,wi,3
"Poole, Charlie",PooleCharlie,Charlie Poole,Cultural and Community Life,ccl,ccl,3
"Powell, John Wesley",PowellJohnWesley,John Wesley Powell,Work and Industry,wi,wi,3
"Powers, James",PowersJames,James Powers,Medicine and Science,ms,ms,3
"Powers, Stephen",PowersStephen,Stephen Powers,Work and Industry,wi,wi,3
"Prescott, Abraham",PrescottAbraham,Abraham Prescott,Cultural and Community Life,ccl,ccl,3
"Preston, Bessie J. Hoffman",PrestonBessieJHoffman,Bessie J. Hoffman Preston,Cultural and Community Life,ccl,ccl,3
"Price, Jane Winter",PriceJaneWinter,Jane Winter Price,Cultural and Community Life,ccl,ccl,3
"Pursell, Daniel",PursellDaniel,Daniel Pursell,Cultural and Community Life,ccl,ccl,3
"Queen, James",QueenJames,James Queen,Cultural and Community Life,ccl,ccl,3
"Quirk, Nicholas J.",QuirkNicholasJ,Nicholas J. Quirk,Work and Industry,wi,wi,3
"Raleigh, Henry Patrick",RaleighHenryPatrick,Henry Patrick Raleigh,Political and Military History,pmh,pmh,3
"Ramage, Adam",RamageAdam,Adam Ramage,Work and Industry,wi,wi,3
"Ramsden, Jesse",RamsdenJesse,Jesse Ramsden,Medicine and Science,ms,ms,3
"Randolph, A. Philip",RandolphAPhilip,A. Philip Randolph,Political and Military History,pmh,pmh,3
"Rau, W. H.",RauWH,W. H. Rau,Cultural and Community Life,ccl,ccl,3
"Rauner, Hugo",RaunerHugo,Hugo Rauner,Cultural and Community Life,ccl,ccl,3
"Redford, Robert",RedfordRobert,Robert Redford,Cultural and Community Life,ccl,ccl,3
"Reich, Rikki",ReichRikki,Rikki Reich,Work and Industry,wi,wi,3
"Reynolds, Edwin",ReynoldsEdwin,Edwin Reynolds,Work and Industry,wi,wi,3
"Rich, Charlie",RichCharlie,Charlie Rich,Cultural and Community Life,ccl,ccl,3
"Richie, Robert Yarnall",RichieRobertYarnall,Robert Yarnall Richie,Work and Industry,wi,wi,3
"Ridinger, Johann Elias",RidingerJohannElias,Johann Elias Ridinger,Work and Industry,wi,wi,3
"Riley, Seymour",RileySeymour,Seymour Riley,Cultural and Community Life,ccl,ccl,3
"Rippon, Adam",RipponAdam,Adam Rippon,Cultural and Community Life,ccl,ccl,3
"Ritchie, Alexander Hay",RitchieAlexanderHay,Alexander Hay Ritchie,Work and Industry,wi,wi,3
"Ritchie, Edward S.",RitchieEdwardS,Edward S. Ritchie,Medicine and Science,ms,ms,3
"Rivera Aviles, Genaro",RiveraAvilesGenaro,Genaro Rivera Aviles,Cultural and Community Life,ccl,ccl,3
"Rivers, Johnny",RiversJohnny,Johnny Rivers,Cultural and Community Life,ccl,ccl,3
"Roberts, Albert E.",RobertsAlbertE,Albert E. Roberts,Cultural and Community Life,ccl,ccl,3
"Roberts, Richard",RobertsRichard,Richard Roberts,Cultural and Community Life,ccl,ccl,3
"Robineau, Adelaide Alsop",RobineauAdelaideAlsop,Adelaide Alsop Robineau,Cultural and Community Life,ccl,ccl,3
"Robinson, Jackie",RobinsonJackie,Jackie Robinson,Cultural and Community Life,ccl,ccl,3
"Robinson, Sugar Chile",RobinsonSugarChile,Sugar Chile Robinson,Cultural and Community Life,ccl,ccl,3
"Rodkin, Loree",RodkinLoree,Loree Rodkin,Political and Military History,pmh,pmh,3
"Rolf, Ernst",RolfErnst,Ernst Rolf,Cultural and Community Life,ccl,ccl,3
"Rollins, David",RollinsDavid,David Rollins,Political and Military History,pmh,pmh,3
"Romney, Ann",RomneyAnn,Ann Romney,Political and Military History,pmh,pmh,3
"Roosevelt, Eleanor Butler Alexander",RooseveltEleanorButlerAlexander,Eleanor Butler Alexander Roosevelt,Cultural and Community Life,ccl,ccl,3
"Rosa, Salvator",RosaSalvator,Salvator Rosa,Work and Industry,wi,wi,3
"Rosenbaum, Daniel",RosenbaumDaniel,Daniel Rosenbaum,Work and Industry,wi,wi,3
"Rosenthal, Pauline Wexelblatt",RosenthalPaulineWexelblatt,Pauline Wexelblatt Rosenthal,Cultural and Community Life,ccl,ccl,3
"Ross, Danny",RossDanny,Danny Ross,Cultural and Community Life,ccl,ccl,3
"Ruggles, Stephen P.",RugglesStephenP,Stephen P. Ruggles,Work and Industry,wi,wi,3
"Rush, Bobby",RushBobby,Bobby Rush,Cultural and Community Life,ccl,ccl,3
"Rushing, Jimmy",RushingJimmy,Jimmy Rushing,Cultural and Community Life,ccl,ccl,3
"Russell, Andrew J.",RussellAndrewJ,Andrew J. Russell,Work and Industry,wi,wi,3
"Russo, William",RussoWilliam,William Russo,Cultural and Community Life,ccl,ccl,3
"Ryall, Henry Thomas",RyallHenryThomas,Henry Thomas Ryall,Work and Industry,wi,wi,3
"Ryan, Frank",RyanFrank,Frank Ryan,Cultural and Community Life,ccl,ccl,3
"Ryder, Mitch",RyderMitch,Mitch Ryder,Cultural and Community Life,ccl,ccl,3
"Salk, Jonas E.",SalkJonasE,Jonas E. Salk,Medicine and Science,ms,ms,3
"Sarony, Major, & Knapp",SaronyMajor&Knapp,& Knapp Major Sarony,Cultural and Community Life,ccl,ccl,3
"Sarony, Major, & Knapp",SaronyMajor&Knapp,& Knapp Major Sarony,Work and Industry,wi,wi,3
"Schleich, Adrien",SchleichAdrien,Adrien Schleich,Work and Industry,wi,wi,3
"Schneider, Howie",SchneiderHowie,Howie Schneider,Work and Industry,wi,wi,3
"Schreyer, Adolf",SchreyerAdolf,Adolf Schreyer,Work and Industry,wi,wi,3
"Schunk, Johann",SchunkJohann,Johann Schunk,Cultural and Community Life,ccl,ccl,3
"Schuyler, Hartley & Graham",SchuylerHartley&Graham,Hartley & Graham Schuyler,Political and Military History,pmh,pmh,3
"Scott, John",ScottJohn,John Scott,Work and Industry,wi,wi,3
"Scranton, William",ScrantonWilliam,William Scranton,Political and Military History,pmh,pmh,3
"Seale, Bobby",SealeBobby,Bobby Seale,Political and Military History,pmh,pmh,3
"Secretan, Marc Francois",SecretanMarcFrancois,Marc Francois Secretan,Medicine and Science,ms,ms,3
"Seer, A. S.",SeerAS,A. S. Seer,Cultural and Community Life,ccl,ccl,3
"Sellers, Coleman",SellersColeman,Coleman Sellers,Work and Industry,wi,wi,3
"Sellers, John",SellersJohn,John Sellers,Cultural and Community Life,ccl,ccl,3
"Semmendinger, August",SemmendingerAugust,August Semmendinger,Work and Industry,wi,wi,3
"Shaffer, Earl",ShafferEarl,Earl Shaffer,Cultural and Community Life,ccl,ccl,3
"Shakow, David",ShakowDavid,David Shakow,Medicine and Science,ms,ms,3
"Sharp, William",SharpWilliam,William Sharp,Work and Industry,wi,wi,3
"Sharples, James",SharplesJames,James Sharples,Work and Industry,wi,wi,3
"Shaver, Dorothy",ShaverDorothy,Dorothy Shaver,Cultural and Community Life,ccl,ccl,3
"Shaw, Robert Ludlow",ShawRobertLudlow,Robert Ludlow Shaw,Medicine and Science,ms,ms,3
"Sheen, Martin",SheenMartin,Martin Sheen,Cultural and Community Life,ccl,ccl,3
"Sherfy, Eunice Beech",SherfyEuniceBeech,Eunice Beech Sherfy,Cultural and Community Life,ccl,ccl,3
"Sherman, Conger",ShermanConger,Conger Sherman,Work and Industry,wi,wi,3
"Shilling, George",ShillingGeorge,George Shilling,Medicine and Science,ms,ms,3
"Shimizu, Craig",ShimizuCraig,Craig Shimizu,Political and Military History,pmh,pmh,3
"Shoenfeld, Rose Sarvas",ShoenfeldRoseSarvas,Rose Sarvas Shoenfeld,Cultural and Community Life,ccl,ccl,3
"Shurr, Milton L.",ShurrMiltonL,Milton L. Shurr,Work and Industry,wi,wi,3
"Sicard, Jacques",SicardJacques,Jacques Sicard,Cultural and Community Life,ccl,ccl,3
"Simpson, Adele",SimpsonAdele,Adele Simpson,Cultural and Community Life,ccl,ccl,3
"Sinatra, Frank",SinatraFrank,Frank Sinatra,Work and Industry,wi,wi,3
"Slover, James Henry",SloverJamesHenry,James Henry Slover,Cultural and Community Life,ccl,ccl,3
"Smillie, James David",SmillieJamesDavid,James David Smillie,Work and Industry,wi,wi,3
"Smith, James",SmithJames,James Smith,Cultural and Community Life,ccl,ccl,3
"Smith, Paul Reed",SmithPaulReed,Paul Reed Smith,Cultural and Community Life,ccl,ccl,3
"Smith, Peter",SmithPeter,Peter Smith,Cultural and Community Life,ccl,ccl,3
"Smith, Pine Top",SmithPineTop,Pine Top Smith,Cultural and Community Life,ccl,ccl,3
"Smyth, David McConnel",SmythDavidMcConnel,David McConnel Smyth,Work and Industry,wi,wi,3
"Snyders, Frans",SnydersFrans,Frans Snyders,Work and Industry,wi,wi,3
"Spagnoli, Guy Grundy",SpagnoliGuyGrundy,Guy Grundy Spagnoli,Cultural and Community Life,ccl,ccl,3
"Spalding, Esperanza",SpaldingEsperanza,Esperanza Spalding,Cultural and Community Life,ccl,ccl,3
"Sparnon, Ken",SparnonKen,Ken Sparnon,Cultural and Community Life,ccl,ccl,3
"Spencer, Thomas",SpencerThomas,Thomas Spencer,Medicine and Science,ms,ms,3
"Stallone, Sylvester",StalloneSylvester,Sylvester Stallone,Cultural and Community Life,ccl,ccl,3
"Stang, Rudolf",StangRudolf,Rudolf Stang,Work and Industry,wi,wi,3
"Stanton, Daniel P.",StantonDanielP,Daniel P. Stanton,Cultural and Community Life,ccl,ccl,3
"Starke, Christoph",StarkeChristoph,Christoph Starke,Medicine and Science,ms,ms,3
"Starr, Leonard",StarrLeonard,Leonard Starr,Work and Industry,wi,wi,3
"Stead, Karren L.",SteadKarrenL,Karren L. Stead,Cultural and Community Life,ccl,ccl,3
"Steinle, Edward Jackob",SteinleEdwardJackob,Edward Jackob Steinle,Work and Industry,wi,wi,3
